from_cbsa_info_CBSA Name,from_CBSA,from_CBSA_ID,from_state,to_cbsa_info_CBSA Name,to_CBSA,to_CBSA_ID,to_state,Total Perm,Total Temp,from_num_households,to_num_households
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",310M400US31080, CA,200.00,45.00,861242.00,4354287.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Louisville/Jefferson County,"Louisville/Jefferson County, KY-IN",310M400US31140, KY-IN,201.00,0.00,861242.00,491443.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Miami-Fort Lauderdale-Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",310M400US33100, FL,34.00,83.00,861242.00,2127517.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Naples-Marco Island,"Naples-Marco Island, FL",310M400US34940, FL,26.00,400.00,861242.00,142979.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,North Port-Sarasota-Bradenton,"North Port-Sarasota-Bradenton, FL",310M400US35840, FL,37.00,495.00,861242.00,328198.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Phoenix-Mesa-Chandler,"Phoenix-Mesa-Chandler, AZ",310M400US38060, AZ,185.00,32.00,861242.00,1693396.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Seattle-Tacoma-Bellevue,"Seattle-Tacoma-Bellevue, WA",310M400US42660, WA,86.00,0.00,861242.00,1499147.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Sioux Falls,"Sioux Falls, SD",310M400US43620, SD,177.00,0.00,861242.00,102294.00
Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,Tampa-St. Petersburg-Clearwater,"Tampa-St. Petersburg-Clearwater, FL",310M400US45300, FL,159.00,154.00,861242.00,1213267.00
Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,21798.00,650.00,109408.00,109408.00
Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,155.00,0.00,109408.00,267755.00
Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,59.00,0.00,109408.00,118780.00
Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,Fayetteville,"Fayetteville, NC",310M400US22180, NC,107.00,0.00,109408.00,188642.00
Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,Killeen-Temple,"Killeen-Temple, TX",310M400US28660, TX,85.00,0.00,109408.00,152818.00
Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,Nashville-Davidson--Murfreesboro--Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",310M400US34980, TN,1980.00,0.00,109408.00,708788.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Akron,"Akron, OH",310M400US10420, OH,6204.00,253.00,861912.00,286543.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Atlanta-Sandy Springs-Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",310M400US12060, GA,251.00,0.00,861912.00,2104360.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Canton-Massillon,"Canton-Massillon, OH",310M400US15940, OH,603.00,0.00,861912.00,164758.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Cape Coral-Fort Myers,"Cape Coral-Fort Myers, FL",310M400US15980, FL,225.00,1204.00,861912.00,275965.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Charlotte-Concord-Gastonia,"Charlotte-Concord-Gastonia, NC-SC",310M400US16740, NC-SC,166.00,0.00,861912.00,952806.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Chicago-Naperville-Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",310M400US16980, IL-IN-WI,411.00,23.00,861912.00,3514621.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,223.00,0.00,861912.00,861242.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,141359.00,7630.00,861912.00,861912.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Columbus,"Columbus, OH",310M400US18140, OH,1259.00,13.00,861912.00,794449.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Dallas-Fort Worth-Arlington,"Dallas-Fort Worth-Arlington, TX",310M400US19100, TX,122.00,21.00,861912.00,2553470.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Dayton-Kettering,"Dayton-Kettering, OH",310M400US19430, OH,80.00,0.00,861912.00,330975.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Denver-Aurora-Lakewood,"Denver-Aurora-Lakewood, CO",310M400US19740, CO,89.00,0.00,861912.00,1112126.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Detroit-Warren-Dearborn,"Detroit-Warren-Dearborn, MI",310M400US19820, MI,244.00,0.00,861912.00,1703819.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",310M400US26420, TX,189.00,0.00,861912.00,2352275.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Lakeland-Winter Haven,"Lakeland-Winter Haven, FL",310M400US29460, FL,47.00,75.00,861912.00,235283.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Las Vegas-Henderson-Paradise,"Las Vegas-Henderson-Paradise, NV",310M400US29820, NV,218.00,12.00,861912.00,783524.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",310M400US31080, CA,336.00,0.00,861912.00,4354287.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Miami-Fort Lauderdale-Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",310M400US33100, FL,304.00,354.00,861912.00,2127517.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Naples-Marco Island,"Naples-Marco Island, FL",310M400US34940, FL,85.00,829.00,861912.00,142979.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,1124.00,11.00,330572.00,6997001.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,North Port-Sarasota-Bradenton,"North Port-Sarasota-Bradenton, FL",310M400US35840, FL,57.00,563.00,861912.00,328198.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Orlando-Kissimmee-Sanford,"Orlando-Kissimmee-Sanford, FL",310M400US36740, FL,102.00,23.00,861912.00,872831.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Philadelphia-Camden-Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",310M400US37980, PA-NJ-DE-MD,46.00,13.00,861912.00,2280112.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Phoenix-Mesa-Chandler,"Phoenix-Mesa-Chandler, AZ",310M400US38060, AZ,419.00,177.00,861912.00,1693396.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Pittsburgh,"Pittsburgh, PA",310M400US38300, PA,267.00,0.00,861912.00,1009415.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Raleigh-Cary,"Raleigh-Cary, NC",310M400US39580, NC,98.00,0.00,861912.00,494521.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,San Antonio-New Braunfels,"San Antonio-New Braunfels, TX",310M400US41700, TX,52.00,0.00,861912.00,811335.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,San Diego-Chula Vista-Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",310M400US41740, CA,118.00,0.00,861912.00,1125286.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Seattle-Tacoma-Bellevue,"Seattle-Tacoma-Bellevue, WA",310M400US42660, WA,89.00,0.00,861912.00,1499147.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Tampa-St. Petersburg-Clearwater,"Tampa-St. Petersburg-Clearwater, FL",310M400US45300, FL,336.00,385.00,861912.00,1213267.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Toledo,"Toledo, OH",310M400US45780, OH,288.00,11.00,861912.00,265076.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Washington-Arlington-Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",310M400US47900, DC-VA-MD-WV,128.00,0.00,861912.00,2216997.00
Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,Youngstown-Warren-Boardman,"Youngstown-Warren-Boardman, OH-PA",310M400US49660, OH-PA,590.00,0.00,861912.00,230433.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Albuquerque,"Albuquerque, NM",310M400US10740, NM,196.00,14.00,267755.00,351354.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Austin-Round Rock-Georgetown,"Austin-Round Rock-Georgetown, TX",310M400US12420, TX,197.00,0.00,267755.00,764989.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Boulder,"Boulder, CO",310M400US14500, CO,242.00,0.00,267755.00,127415.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Cape Coral-Fort Myers,"Cape Coral-Fort Myers, FL",310M400US15980, FL,76.00,35.00,267755.00,275965.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Chicago-Naperville-Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",310M400US16980, IL-IN-WI,115.00,0.00,267755.00,3514621.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,124.00,0.00,267755.00,109408.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,63541.00,2607.00,267755.00,267755.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,102.00,0.00,267755.00,118780.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Dallas-Fort Worth-Arlington,"Dallas-Fort Worth-Arlington, TX",310M400US19100, TX,561.00,15.00,267755.00,2553470.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Denver-Aurora-Lakewood,"Denver-Aurora-Lakewood, CO",310M400US19740, CO,4618.00,124.00,267755.00,1112126.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,El Paso,"El Paso, TX",310M400US21340, TX,238.00,0.00,267755.00,269288.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Fayetteville,"Fayetteville, NC",310M400US22180, NC,186.00,0.00,267755.00,188642.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Fort Collins,"Fort Collins, CO",310M400US22660, CO,386.00,11.00,267755.00,137021.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Greeley,"Greeley, CO",310M400US24540, CO,268.00,0.00,267755.00,104671.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",310M400US26420, TX,302.00,0.00,267755.00,2352275.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Killeen-Temple,"Killeen-Temple, TX",310M400US28660, TX,240.00,0.00,267755.00,152818.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Las Vegas-Henderson-Paradise,"Las Vegas-Henderson-Paradise, NV",310M400US29820, NV,421.00,12.00,267755.00,783524.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",310M400US31080, CA,383.00,48.00,267755.00,4354287.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Miami-Fort Lauderdale-Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",310M400US33100, FL,117.00,0.00,267755.00,2127517.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,North Port-Sarasota-Bradenton,"North Port-Sarasota-Bradenton, FL",310M400US35840, FL,60.00,0.00,267755.00,328198.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Oklahoma City,"Oklahoma City, OK",310M400US36420, OK,189.00,0.00,267755.00,515208.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Olympia-Lacey-Tumwater,"Olympia-Lacey-Tumwater, WA",310M400US36500, WA,61.00,0.00,267755.00,109983.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Orlando-Kissimmee-Sanford,"Orlando-Kissimmee-Sanford, FL",310M400US36740, FL,74.00,0.00,267755.00,872831.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Palm Bay-Melbourne-Titusville,"Palm Bay-Melbourne-Titusville, FL",310M400US37340, FL,97.00,0.00,267755.00,230417.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Phoenix-Mesa-Chandler,"Phoenix-Mesa-Chandler, AZ",310M400US38060, AZ,964.00,600.00,267755.00,1693396.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Raleigh-Cary,"Raleigh-Cary, NC",310M400US39580, NC,52.00,0.00,267755.00,494521.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Riverside-San Bernardino-Ontario,"Riverside-San Bernardino-Ontario, CA",310M400US40140, CA,218.00,25.00,267755.00,1360934.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Salt Lake City,"Salt Lake City, UT",310M400US41620, UT,94.00,0.00,267755.00,395298.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,San Antonio-New Braunfels,"San Antonio-New Braunfels, TX",310M400US41700, TX,493.00,20.00,267755.00,811335.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,San Diego-Chula Vista-Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",310M400US41740, CA,286.00,23.00,267755.00,1125286.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Seattle-Tacoma-Bellevue,"Seattle-Tacoma-Bellevue, WA",310M400US42660, WA,329.00,12.00,267755.00,1499147.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Tampa-St. Petersburg-Clearwater,"Tampa-St. Petersburg-Clearwater, FL",310M400US45300, FL,300.00,0.00,267755.00,1213267.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Tucson,"Tucson, AZ",310M400US46060, AZ,253.00,151.00,267755.00,404739.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Tulsa,"Tulsa, OK",310M400US46140, OK,90.00,0.00,267755.00,382217.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Urban Honolulu,"Urban Honolulu, HI",310M400US46520, HI,218.00,0.00,267755.00,312795.00
Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,Washington-Arlington-Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",310M400US47900, DC-VA-MD-WV,198.00,22.00,267755.00,2216997.00
Columbia,"Columbia, SC",310M400US17900, SC,Atlanta-Sandy Springs-Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",310M400US12060, GA,151.00,0.00,312401.00,2104360.00
Columbia,"Columbia, SC",310M400US17900, SC,Augusta-Richmond County,"Augusta-Richmond County, GA-SC",310M400US12260, GA-SC,551.00,0.00,312401.00,215210.00
Columbia,"Columbia, SC",310M400US17900, SC,Charleston-North Charleston,"Charleston-North Charleston, SC",310M400US16700, SC,956.00,0.00,312401.00,291427.00
Columbia,"Columbia, SC",310M400US17900, SC,Charlotte-Concord-Gastonia,"Charlotte-Concord-Gastonia, NC-SC",310M400US16740, NC-SC,1039.00,52.00,312401.00,952806.00
Columbia,"Columbia, SC",310M400US17900, SC,Columbia,"Columbia, SC",310M400US17900, SC,51970.00,2386.00,312401.00,312401.00
Columbia,"Columbia, SC",310M400US17900, SC,Fayetteville,"Fayetteville, NC",310M400US22180, NC,92.00,0.00,312401.00,188642.00
Columbia,"Columbia, SC",310M400US17900, SC,Greenville-Anderson,"Greenville-Anderson, SC",310M400US24860, SC,730.00,0.00,312401.00,343270.00
Columbia,"Columbia, SC",310M400US17900, SC,Myrtle Beach-Conway-North Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",310M400US34820, SC-NC,374.00,0.00,312401.00,187199.00
Columbia,"Columbia, SC",310M400US17900, SC,Raleigh-Cary,"Raleigh-Cary, NC",310M400US39580, NC,85.00,0.00,312401.00,494521.00
Columbia,"Columbia, SC",310M400US17900, SC,Spartanburg,"Spartanburg, SC",310M400US43900, SC,184.00,0.00,312401.00,116645.00
Columbus,"Columbus, OH",310M400US18140, OH,Akron,"Akron, OH",310M400US10420, OH,558.00,0.00,794449.00,286543.00
Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,Atlanta-Sandy Springs-Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",310M400US12060, GA,504.00,0.00,118780.00,2104360.00
Columbus,"Columbus, OH",310M400US18140, OH,Atlanta-Sandy Springs-Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",310M400US12060, GA,339.00,0.00,794449.00,2104360.00
Columbus,"Columbus, OH",310M400US18140, OH,Austin-Round Rock-Georgetown,"Austin-Round Rock-Georgetown, TX",310M400US12420, TX,60.00,0.00,794449.00,764989.00
Columbus,"Columbus, OH",310M400US18140, OH,Boston-Cambridge-Newton,"Boston-Cambridge-Newton, MA-NH",310M400US14460, MA-NH,72.00,0.00,794449.00,1831217.00
Columbus,"Columbus, OH",310M400US18140, OH,Canton-Massillon,"Canton-Massillon, OH",310M400US15940, OH,258.00,0.00,794449.00,164758.00
Columbus,"Columbus, OH",310M400US18140, OH,Cape Coral-Fort Myers,"Cape Coral-Fort Myers, FL",310M400US15980, FL,210.00,923.00,794449.00,275965.00
Columbus,"Columbus, OH",310M400US18140, OH,Charlotte-Concord-Gastonia,"Charlotte-Concord-Gastonia, NC-SC",310M400US16740, NC-SC,270.00,0.00,794449.00,952806.00
Columbus,"Columbus, OH",310M400US18140, OH,Chicago-Naperville-Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",310M400US16980, IL-IN-WI,537.00,13.00,794449.00,3514621.00
Columbus,"Columbus, OH",310M400US18140, OH,Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,1114.00,26.00,794449.00,861242.00
Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,Clarksville,"Clarksville, TN-KY",310M400US17300, TN-KY,80.00,0.00,118780.00,109408.00
Columbus,"Columbus, OH",310M400US18140, OH,Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,1197.00,76.00,794449.00,861912.00
Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,126.00,0.00,118780.00,267755.00
Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,20309.00,728.00,118780.00,118780.00
Columbus,"Columbus, OH",310M400US18140, OH,Columbus,"Columbus, OH",310M400US18140, OH,172041.00,6743.00,794449.00,794449.00
Columbus,"Columbus, OH",310M400US18140, OH,Dallas-Fort Worth-Arlington,"Dallas-Fort Worth-Arlington, TX",310M400US19100, TX,282.00,16.00,794449.00,2553470.00
Columbus,"Columbus, OH",310M400US18140, OH,Dayton-Kettering,"Dayton-Kettering, OH",310M400US19430, OH,1096.00,11.00,794449.00,330975.00
Columbus,"Columbus, OH",310M400US18140, OH,Deltona-Daytona Beach-Ormond Beach,"Deltona-Daytona Beach-Ormond Beach, FL",310M400US19660, FL,27.00,63.00,794449.00,258616.00
Columbus,"Columbus, OH",310M400US18140, OH,Denver-Aurora-Lakewood,"Denver-Aurora-Lakewood, CO",310M400US19740, CO,119.00,0.00,794449.00,1112126.00
Columbus,"Columbus, OH",310M400US18140, OH,Detroit-Warren-Dearborn,"Detroit-Warren-Dearborn, MI",310M400US19820, MI,344.00,0.00,794449.00,1703819.00
Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,El Paso,"El Paso, TX",310M400US21340, TX,119.00,0.00,118780.00,269288.00
Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,Fayetteville,"Fayetteville, NC",310M400US22180, NC,95.00,0.00,118780.00,188642.00
Columbus,"Columbus, OH",310M400US18140, OH,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",310M400US26420, TX,239.00,0.00,794449.00,2352275.00
Columbus,"Columbus, OH",310M400US18140, OH,Indianapolis-Carmel-Anderson,"Indianapolis-Carmel-Anderson, IN",310M400US26900, IN,227.00,0.00,794449.00,776607.00
Columbus,"Columbus, OH",310M400US18140, OH,Jacksonville,"Jacksonville, FL",310M400US27260, FL,101.00,0.00,794449.00,563946.00
Columbus,"Columbus, GA-AL",310M400US17980, GA-AL,Killeen-Temple,"Killeen-Temple, TX",310M400US28660, TX,133.00,0.00,118780.00,152818.00
Columbus,"Columbus, OH",310M400US18140, OH,Lakeland-Winter Haven,"Lakeland-Winter Haven, FL",310M400US29460, FL,11.00,60.00,794449.00,235283.00
Columbus,"Columbus, OH",310M400US18140, OH,Las Vegas-Henderson-Paradise,"Las Vegas-Henderson-Paradise, NV",310M400US29820, NV,202.00,0.00,794449.00,783524.00
Columbus,"Columbus, OH",310M400US18140, OH,Lexington-Fayette,"Lexington-Fayette, KY",310M400US30460, KY,358.00,0.00,794449.00,202126.00
Columbus,"Columbus, OH",310M400US18140, OH,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",310M400US31080, CA,416.00,0.00,794449.00,4354287.00
Columbus,"Columbus, OH",310M400US18140, OH,Louisville/Jefferson County,"Louisville/Jefferson County, KY-IN",310M400US31140, KY-IN,71.00,0.00,794449.00,491443.00
Columbus,"Columbus, OH",310M400US18140, OH,Miami-Fort Lauderdale-Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",310M400US33100, FL,236.00,116.00,794449.00,2127517.00
Columbus,"Columbus, OH",310M400US18140, OH,Minneapolis-St. Paul-Bloomington,"Minneapolis-St. Paul-Bloomington, MN-WI",310M400US33460, MN-WI,85.00,0.00,794449.00,1373979.00
Columbus,"Columbus, OH",310M400US18140, OH,Naples-Marco Island,"Naples-Marco Island, FL",310M400US34940, FL,52.00,435.00,794449.00,142979.00
Columbus,"Columbus, OH",310M400US18140, OH,Nashville-Davidson--Murfreesboro--Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",310M400US34980, TN,77.00,0.00,794449.00,708788.00
Tampa-St. Petersburg-Clearwater,"Tampa-St. Petersburg-Clearwater, FL",310M400US45300, FL,New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,918.00,1088.00,1213267.00,6997001.00
Columbus,"Columbus, OH",310M400US18140, OH,North Port-Sarasota-Bradenton,"North Port-Sarasota-Bradenton, FL",310M400US35840, FL,136.00,564.00,794449.00,328198.00
Columbus,"Columbus, OH",310M400US18140, OH,Orlando-Kissimmee-Sanford,"Orlando-Kissimmee-Sanford, FL",310M400US36740, FL,182.00,36.00,794449.00,872831.00
Columbus,"Columbus, OH",310M400US18140, OH,Philadelphia-Camden-Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",310M400US37980, PA-NJ-DE-MD,66.00,0.00,794449.00,2280112.00
Columbus,"Columbus, OH",310M400US18140, OH,Phoenix-Mesa-Chandler,"Phoenix-Mesa-Chandler, AZ",310M400US38060, AZ,511.00,195.00,794449.00,1693396.00
Columbus,"Columbus, OH",310M400US18140, OH,Pittsburgh,"Pittsburgh, PA",310M400US38300, PA,223.00,0.00,794449.00,1009415.00
Columbus,"Columbus, OH",310M400US18140, OH,Raleigh-Cary,"Raleigh-Cary, NC",310M400US39580, NC,129.00,0.00,794449.00,494521.00
Columbus,"Columbus, OH",310M400US18140, OH,San Antonio-New Braunfels,"San Antonio-New Braunfels, TX",310M400US41700, TX,116.00,0.00,794449.00,811335.00
Columbus,"Columbus, OH",310M400US18140, OH,San Diego-Chula Vista-Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",310M400US41740, CA,99.00,0.00,794449.00,1125286.00
Columbus,"Columbus, OH",310M400US18140, OH,Seattle-Tacoma-Bellevue,"Seattle-Tacoma-Bellevue, WA",310M400US42660, WA,212.00,0.00,794449.00,1499147.00
Columbus,"Columbus, OH",310M400US18140, OH,Tampa-St. Petersburg-Clearwater,"Tampa-St. Petersburg-Clearwater, FL",310M400US45300, FL,487.00,234.00,794449.00,1213267.00
Columbus,"Columbus, OH",310M400US18140, OH,Toledo,"Toledo, OH",310M400US45780, OH,389.00,0.00,794449.00,265076.00
Columbus,"Columbus, OH",310M400US18140, OH,Washington-Arlington-Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",310M400US47900, DC-VA-MD-WV,171.00,0.00,794449.00,2216997.00
Columbus,"Columbus, OH",310M400US18140, OH,Youngstown-Warren-Boardman,"Youngstown-Warren-Boardman, OH-PA",310M400US49660, OH-PA,244.00,0.00,794449.00,230433.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,Austin-Round Rock-Georgetown,"Austin-Round Rock-Georgetown, TX",310M400US12420, TX,480.00,0.00,152349.00,764989.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,Brownsville-Harlingen,"Brownsville-Harlingen, TX",310M400US15180, TX,131.00,0.00,152349.00,124605.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,29006.00,1251.00,152349.00,152349.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,Dallas-Fort Worth-Arlington,"Dallas-Fort Worth-Arlington, TX",310M400US19100, TX,360.00,0.00,152349.00,2553470.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",310M400US26420, TX,851.00,0.00,152349.00,2352275.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,Jacksonville,"Jacksonville, FL",310M400US27260, FL,51.00,0.00,152349.00,563946.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,McAllen-Edinburg-Mission,"McAllen-Edinburg-Mission, TX",310M400US32580, TX,242.00,0.00,152349.00,238345.00
Corpus Christi,"Corpus Christi, TX",310M400US18580, TX,San Antonio-New Braunfels,"San Antonio-New Braunfels, TX",310M400US41700, TX,1232.00,13.00,152349.00,811335.00
Crestview-Fort Walton Beach-Destin,"Crestview-Fort Walton Beach-Destin, FL",310M400US18880, FL,Colorado Springs,"Colorado Springs, CO",310M400US17820, CO,98.00,0.00,105382.00,267755.00
