from_cbsa_info_CBSA Name,from_CBSA,from_CBSA_ID,from_state,to_cbsa_info_CBSA Name,to_CBSA,to_CBSA_ID,to_state,Total Perm,Total Temp,from_num_households,to_num_households
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Boston-Cambridge-Newton,"Boston-Cambridge-Newton, MA-NH",310M400US14460, MA-NH,453.00,41.00,330572.00,1831217.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Bridgeport-Stamford-Norwalk,"Bridgeport-Stamford-Norwalk, CT",310M400US14860, CT,3658.00,289.00,330572.00,340189.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Cape Coral-Fort Myers,"Cape Coral-Fort Myers, FL",310M400US15980, FL,139.00,251.00,330572.00,275965.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Charlotte-Concord-Gastonia,"Charlotte-Concord-Gastonia, NC-SC",310M400US16740, NC-SC,111.00,0.00,330572.00,952806.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Chicago-Naperville-Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",310M400US16980, IL-IN-WI,113.00,0.00,330572.00,3514621.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Deltona-Daytona Beach-Ormond Beach,"Deltona-Daytona Beach-Ormond Beach, FL",310M400US19660, FL,90.00,18.00,330572.00,258616.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Hartford-East Hartford-Middletown,"Hartford-East Hartford-Middletown, CT",310M400US25540, CT,6094.00,371.00,330572.00,473062.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",310M400US26420, TX,76.00,0.00,330572.00,2352275.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Lakeland-Winter Haven,"Lakeland-Winter Haven, FL",310M400US29460, FL,141.00,15.00,330572.00,235283.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",310M400US31080, CA,222.00,0.00,330572.00,4354287.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Miami-Fort Lauderdale-Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",310M400US33100, FL,427.00,513.00,330572.00,2127517.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Myrtle Beach-Conway-North Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",310M400US34820, SC-NC,174.00,11.00,330572.00,187199.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Naples-Marco Island,"Naples-Marco Island, FL",310M400US34940, FL,91.00,320.00,330572.00,142979.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,48213.00,2580.00,330572.00,330572.00
Hartford-East Hartford-Middletown,"Hartford-East Hartford-Middletown, CT",310M400US25540, CT,New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,313.00,0.00,473062.00,6997001.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,North Port-Sarasota-Bradenton,"North Port-Sarasota-Bradenton, FL",310M400US35840, FL,106.00,314.00,330572.00,328198.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Norwich-New London,"Norwich-New London, CT",310M400US35980, CT,503.00,0.00,330572.00,107827.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Orlando-Kissimmee-Sanford,"Orlando-Kissimmee-Sanford, FL",310M400US36740, FL,134.00,0.00,330572.00,872831.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Palm Bay-Melbourne-Titusville,"Palm Bay-Melbourne-Titusville, FL",310M400US37340, FL,30.00,40.00,330572.00,230417.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Philadelphia-Camden-Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",310M400US37980, PA-NJ-DE-MD,52.00,0.00,330572.00,2280112.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Phoenix-Mesa-Chandler,"Phoenix-Mesa-Chandler, AZ",310M400US38060, AZ,97.00,11.00,330572.00,1693396.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Pittsburgh,"Pittsburgh, PA",310M400US38300, PA,51.00,0.00,330572.00,1009415.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Port St. Lucie,"Port St. Lucie, FL",310M400US38940, FL,49.00,162.00,330572.00,179289.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Providence-Warwick,"Providence-Warwick, RI-MA",310M400US39300, RI-MA,64.00,15.00,330572.00,628401.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Raleigh-Cary,"Raleigh-Cary, NC",310M400US39580, NC,93.00,0.00,330572.00,494521.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,San Diego-Chula Vista-Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",310M400US41740, CA,54.00,0.00,330572.00,1125286.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Seattle-Tacoma-Bellevue,"Seattle-Tacoma-Bellevue, WA",310M400US42660, WA,62.00,0.00,330572.00,1499147.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Springfield,"Springfield, MA",310M400US44140, MA,65.00,0.00,330572.00,268830.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Tampa-St. Petersburg-Clearwater,"Tampa-St. Petersburg-Clearwater, FL",310M400US45300, FL,305.00,124.00,330572.00,1213267.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Washington-Arlington-Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",310M400US47900, DC-VA-MD-WV,113.00,0.00,330572.00,2216997.00
New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,Worcester,"Worcester, MA-CT",310M400US49340, MA-CT,152.00,0.00,330572.00,354904.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Atlanta-Sandy Springs-Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",310M400US12060, GA,134.00,0.00,482358.00,2104360.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Austin-Round Rock-Georgetown,"Austin-Round Rock-Georgetown, TX",310M400US12420, TX,145.00,0.00,482358.00,764989.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Baton Rouge,"Baton Rouge, LA",310M400US12940, LA,1628.00,12.00,482358.00,308531.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Chicago-Naperville-Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",310M400US16980, IL-IN-WI,109.00,0.00,482358.00,3514621.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Dallas-Fort Worth-Arlington,"Dallas-Fort Worth-Arlington, TX",310M400US19100, TX,380.00,0.00,482358.00,2553470.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Gulfport-Biloxi,"Gulfport-Biloxi, MS",310M400US25060, MS,514.00,14.00,482358.00,156897.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",310M400US26420, TX,1217.00,11.00,482358.00,2352275.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Lafayette,"Lafayette, LA",310M400US29180, LA,228.00,0.00,482358.00,181798.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",310M400US31080, CA,191.00,0.00,482358.00,4354287.00
New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,75990.00,3375.00,482358.00,482358.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Akron,"Akron, OH",310M400US10420, OH,22.00,52.00,6997001.00,286543.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Albany-Schenectady-Troy,"Albany-Schenectady-Troy, NY",310M400US10580, NY,2693.00,985.00,6997001.00,352713.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Allentown-Bethlehem-Easton,"Allentown-Bethlehem-Easton, PA-NJ",310M400US10900, PA-NJ,6207.00,361.00,6997001.00,320529.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Ann Arbor,"Ann Arbor, MI",310M400US11460, MI,249.00,100.00,6997001.00,141245.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Asheville,"Asheville, NC",310M400US11700, NC,234.00,72.00,6997001.00,191756.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Atlanta-Sandy Springs-Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",310M400US12060, GA,5619.00,751.00,6997001.00,2104360.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Austin-Round Rock-Georgetown,"Austin-Round Rock-Georgetown, TX",310M400US12420, TX,2408.00,360.00,6997001.00,764989.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Baltimore-Columbia-Towson,"Baltimore-Columbia-Towson, MD",310M400US12580, MD,1540.00,626.00,6997001.00,1049909.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Boston-Cambridge-Newton,"Boston-Cambridge-Newton, MA-NH",310M400US14460, MA-NH,6229.00,2722.00,6997001.00,1831217.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Boulder,"Boulder, CO",310M400US14500, CO,357.00,101.00,6997001.00,127415.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Bridgeport-Stamford-Norwalk,"Bridgeport-Stamford-Norwalk, CT",310M400US14860, CT,17720.00,4407.00,6997001.00,340189.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Buffalo-Cheektowaga,"Buffalo-Cheektowaga, NY",310M400US15380, NY,2325.00,365.00,6997001.00,478104.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Cape Coral-Fort Myers,"Cape Coral-Fort Myers, FL",310M400US15980, FL,1959.00,3237.00,6997001.00,275965.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Charleston-North Charleston,"Charleston-North Charleston, SC",310M400US16700, SC,635.00,345.00,6997001.00,291427.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Charlotte-Concord-Gastonia,"Charlotte-Concord-Gastonia, NC-SC",310M400US16740, NC-SC,3655.00,419.00,6997001.00,952806.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Chicago-Naperville-Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",310M400US16980, IL-IN-WI,3864.00,1254.00,6997001.00,3514621.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Cincinnati,"Cincinnati, OH-KY-IN",310M400US17140, OH-KY-IN,425.00,184.00,6997001.00,861242.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Cleveland-Elyria,"Cleveland-Elyria, OH",310M400US17460, OH,719.00,427.00,6997001.00,861912.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Columbia,"Columbia, SC",310M400US17900, SC,134.00,0.00,6997001.00,312401.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Columbus,"Columbus, OH",310M400US18140, OH,720.00,292.00,6997001.00,794449.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Dallas-Fort Worth-Arlington,"Dallas-Fort Worth-Arlington, TX",310M400US19100, TX,3170.00,474.00,6997001.00,2553470.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Deltona-Daytona Beach-Ormond Beach,"Deltona-Daytona Beach-Ormond Beach, FL",310M400US19660, FL,620.00,380.00,6997001.00,258616.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Denver-Aurora-Lakewood,"Denver-Aurora-Lakewood, CO",310M400US19740, CO,1709.00,210.00,6997001.00,1112126.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Detroit-Warren-Dearborn,"Detroit-Warren-Dearborn, MI",310M400US19820, MI,980.00,540.00,6997001.00,1703819.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Durham-Chapel Hill,"Durham-Chapel Hill, NC",310M400US20500, NC,565.00,187.00,6997001.00,245658.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Fayetteville,"Fayetteville, NC",310M400US22180, NC,89.00,0.00,6997001.00,188642.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Greensboro-High Point,"Greensboro-High Point, NC",310M400US24660, NC,286.00,74.00,6997001.00,297916.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Greenville-Anderson,"Greenville-Anderson, SC",310M400US24860, SC,126.00,20.00,6997001.00,343270.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Harrisburg-Carlisle,"Harrisburg-Carlisle, PA",310M400US25420, PA,167.00,65.00,6997001.00,230247.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Hartford-East Hartford-Middletown,"Hartford-East Hartford-Middletown, CT",310M400US25540, CT,2327.00,1010.00,6997001.00,473062.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Houston-The Woodlands-Sugar Land,"Houston-The Woodlands-Sugar Land, TX",310M400US26420, TX,3611.00,553.00,6997001.00,2352275.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Indianapolis-Carmel-Anderson,"Indianapolis-Carmel-Anderson, IN",310M400US26900, IN,284.00,69.00,6997001.00,776607.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Jacksonville,"Jacksonville, FL",310M400US27260, FL,1030.00,296.00,6997001.00,563946.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Kansas City,"Kansas City, MO-KS",310M400US28140, MO-KS,131.00,60.00,6997001.00,830500.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Lakeland-Winter Haven,"Lakeland-Winter Haven, FL",310M400US29460, FL,1147.00,144.00,6997001.00,235283.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Lancaster,"Lancaster, PA",310M400US29540, PA,192.00,85.00,6997001.00,201620.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Las Vegas-Henderson-Paradise,"Las Vegas-Henderson-Paradise, NV",310M400US29820, NV,1431.00,226.00,6997001.00,783524.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Los Angeles-Long Beach-Anaheim,"Los Angeles-Long Beach-Anaheim, CA",310M400US31080, CA,13157.00,3677.00,6997001.00,4354287.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Louisville/Jefferson County,"Louisville/Jefferson County, KY-IN",310M400US31140, KY-IN,133.00,73.00,6997001.00,491443.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Madison,"Madison, WI",310M400US31540, WI,111.00,43.00,6997001.00,271938.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Manchester-Nashua,"Manchester-Nashua, NH",310M400US31700, NH,131.00,133.00,6997001.00,161086.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Memphis,"Memphis, TN-MS-AR",310M400US32820, TN-MS-AR,81.00,37.00,6997001.00,497232.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Miami-Fort Lauderdale-Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",310M400US33100, FL,25629.00,29007.00,6997001.00,2127517.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Milwaukee-Waukesha,"Milwaukee-Waukesha, WI",310M400US33340, WI,67.00,62.00,6997001.00,631092.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Minneapolis-St. Paul-Bloomington,"Minneapolis-St. Paul-Bloomington, MN-WI",310M400US33460, MN-WI,826.00,344.00,6997001.00,1373979.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Myrtle Beach-Conway-North Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",310M400US34820, SC-NC,1418.00,144.00,6997001.00,187199.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Naples-Marco Island,"Naples-Marco Island, FL",310M400US34940, FL,1625.00,4501.00,6997001.00,142979.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Nashville-Davidson--Murfreesboro--Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",310M400US34980, TN,1147.00,127.00,6997001.00,708788.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,New Haven-Milford,"New Haven-Milford, CT",310M400US35300, CT,3947.00,1107.00,6997001.00,330572.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,New Orleans-Metairie,"New Orleans-Metairie, LA",310M400US35380, LA,285.00,34.00,6997001.00,482358.00
Charlotte-Concord-Gastonia,"Charlotte-Concord-Gastonia, NC-SC",310M400US16740, NC-SC,New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,300.00,0.00,952806.00,6997001.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,North Port-Sarasota-Bradenton,"North Port-Sarasota-Bradenton, FL",310M400US35840, FL,1989.00,3330.00,6997001.00,328198.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Norwich-New London,"Norwich-New London, CT",310M400US35980, CT,421.00,504.00,6997001.00,107827.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Ocala,"Ocala, FL",310M400US36100, FL,134.00,24.00,6997001.00,139172.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Oklahoma City,"Oklahoma City, OK",310M400US36420, OK,24.00,26.00,6997001.00,515208.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Omaha-Council Bluffs,"Omaha-Council Bluffs, NE-IA",310M400US36540, NE-IA,22.00,33.00,6997001.00,359324.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Orlando-Kissimmee-Sanford,"Orlando-Kissimmee-Sanford, FL",310M400US36740, FL,6038.00,692.00,6997001.00,872831.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Oxnard-Thousand Oaks-Ventura,"Oxnard-Thousand Oaks-Ventura, CA",310M400US37100, CA,170.00,59.00,6997001.00,271040.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Palm Bay-Melbourne-Titusville,"Palm Bay-Melbourne-Titusville, FL",310M400US37340, FL,614.00,494.00,6997001.00,230417.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Philadelphia-Camden-Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",310M400US37980, PA-NJ-DE-MD,16591.00,2703.00,6997001.00,2280112.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Phoenix-Mesa-Chandler,"Phoenix-Mesa-Chandler, AZ",310M400US38060, AZ,2704.00,1067.00,6997001.00,1693396.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Pittsburgh,"Pittsburgh, PA",310M400US38300, PA,985.00,535.00,6997001.00,1009415.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Port St. Lucie,"Port St. Lucie, FL",310M400US38940, FL,931.00,2475.00,6997001.00,179289.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Portland-South Portland,"Portland-South Portland, ME",310M400US38860, ME,724.00,833.00,6997001.00,221938.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Portland-Vancouver-Hillsboro,"Portland-Vancouver-Hillsboro, OR-WA",310M400US38900, OR-WA,811.00,131.00,6997001.00,938646.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Poughkeepsie-Newburgh-Middletown,"Poughkeepsie-Newburgh-Middletown, NY",310M400US39100, NY,12329.00,3120.00,6997001.00,236429.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Providence-Warwick,"Providence-Warwick, RI-MA",310M400US39300, RI-MA,1175.00,1402.00,6997001.00,628401.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Raleigh-Cary,"Raleigh-Cary, NC",310M400US39580, NC,3213.00,392.00,6997001.00,494521.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Reading,"Reading, PA",310M400US39740, PA,551.00,69.00,6997001.00,154712.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Richmond,"Richmond, VA",310M400US40060, VA,618.00,100.00,6997001.00,481217.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Riverside-San Bernardino-Ontario,"Riverside-San Bernardino-Ontario, CA",310M400US40140, CA,549.00,461.00,6997001.00,1360934.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Rochester,"Rochester, NY",310M400US40380, NY,1051.00,441.00,6997001.00,433113.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Sacramento-Roseville-Folsom,"Sacramento-Roseville-Folsom, CA",310M400US40900, CA,209.00,14.00,6997001.00,831150.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Salisbury,"Salisbury, MD-DE",310M400US41540, MD-DE,545.00,288.00,6997001.00,160153.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Salt Lake City,"Salt Lake City, UT",310M400US41620, UT,359.00,98.00,6997001.00,395298.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,San Antonio-New Braunfels,"San Antonio-New Braunfels, TX",310M400US41700, TX,315.00,45.00,6997001.00,811335.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,San Diego-Chula Vista-Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",310M400US41740, CA,2237.00,747.00,6997001.00,1125286.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,San Francisco-Oakland-Berkeley,"San Francisco-Oakland-Berkeley, CA",310M400US41860, CA,3747.00,947.00,6997001.00,1703275.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,San Jose-Sunnyvale-Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",310M400US41940, CA,1450.00,317.00,6997001.00,658350.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Santa Maria-Santa Barbara,"Santa Maria-Santa Barbara, CA",310M400US42200, CA,143.00,24.00,6997001.00,145856.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Santa Rosa-Petaluma,"Santa Rosa-Petaluma, CA",310M400US42220, CA,94.00,11.00,6997001.00,189374.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Savannah,"Savannah, GA",310M400US42340, GA,61.00,0.00,6997001.00,142788.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Scranton--Wilkes-Barre,"Scranton--Wilkes-Barre, PA",310M400US42540, PA,1407.00,117.00,6997001.00,226611.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Seattle-Tacoma-Bellevue,"Seattle-Tacoma-Bellevue, WA",310M400US42660, WA,2656.00,425.00,6997001.00,1499147.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,Springfield,"Springfield, MA",310M400US44140, MA,386.00,403.00,6997001.00,268830.00
New York-Newark-Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",310M400US35620, NY-NJ-PA,St. Louis,"St. Louis, MO-IL",310M400US41180, MO-IL,281.00,162.00,6997001.00,1126934.00
